basements,category_code,central_air,depth,exempt_building,exempt_land,exterior_condition,fireplaces,frontage,garage_spaces,general_construction,homestead_exemption,interior_condition,market_value,number_of_bathrooms,number_of_bedrooms,number_stories,off_street_open,parcel_shape,street_code,taxable_land,total_area,total_livable_area,type_heater,view_type,year_built,zip_code
3,0,0,83.0,80000.0,0.0,4,0,14.0,0.0,7,80000,4,209700.0,1.0,3.0,2.0,1067.0,4,2070,41940.0,1176.0,1217.0,1,6,1920.0,19134.0
5,0,0,109.0,0.0,0.0,4,0,34.0,0.0,7,0,4,224000.0,0.0,0.0,2.0,959.0,4,1199,44800.0,3683.0,1222.0,6,6,1960.0,19111.0
3,0,0,40.0,0.0,0.0,4,0,15.0,0.0,7,0,4,83000.0,1.0,3.0,1.0,3235.0,4,721,16600.0,593.0,1038.0,6,6,1940.0,19140.0
7,0,0,115.0,80000.0,0.0,4,0,36.0,1.0,7,80000,4,249000.0,0.0,0.0,1.0,6310.0,4,3042,49800.0,4188.0,1107.0,6,6,1957.0,19115.0
11,0,1,0.0,80000.0,0.0,4,0,0.0,0.0,7,80000,4,160600.0,0.0,0.0,1.0,5518.0,4,2530,27300.0,0.0,1526.0,6,2,1980.0,19128.0
3,0,0,60.0,0.0,0.0,4,0,15.0,0.0,7,0,4,193800.0,1.0,3.0,2.0,1474.0,4,1872,38760.0,890.0,1110.0,6,6,1920.0,19134.0
5,0,0,48.0,43600.0,10900.0,5,0,16.0,1.0,7,54500,4,54500.0,1.0,3.0,1.0,2357.0,4,1634,0.0,775.0,960.0,6,6,1925.0,19143.0
11,0,0,52.0,40800.0,10200.0,4,0,14.0,0.0,7,51000,4,51000.0,1.0,3.0,2.0,1481.0,4,1140,0.0,728.0,980.0,6,6,1915.0,19132.0
4,0,1,102.0,0.0,0.0,4,0,16.0,1.0,7,0,2,176600.0,3.0,3.0,2.0,3006.0,4,511,35320.0,1632.0,1502.0,0,6,1929.0,19138.0
5,0,0,99.0,80000.0,0.0,4,0,18.0,1.0,7,80000,4,140200.0,1.0,3.0,2.0,2507.0,4,2950,28040.0,1777.0,1296.0,6,6,1940.0,19120.0
11,0,0,61.0,0.0,0.0,5,0,15.0,0.0,7,0,4,72200.0,1.0,3.0,2.0,561.0,4,2770,14440.0,877.0,1332.0,6,6,1935.0,19140.0
7,0,0,75.0,0.0,0.0,4,0,18.0,1.0,8,0,4,112500.0,1.0,4.0,2.0,1555.0,4,784,22500.0,1325.0,1201.0,6,6,1945.0,19124.0
5,0,0,100.0,80000.0,0.0,4,0,16.0,1.0,7,80000,4,165700.0,1.0,3.0,1.0,4314.0,4,773,33140.0,1633.0,1336.0,6,6,1965.0,19131.0
11,1,0,90.0,0.0,0.0,4,0,20.0,2.0,7,0,4,225900.0,0.0,0.0,3.0,1885.0,4,1768,45180.0,1788.0,3278.0,6,6,1938.0,19135.0
11,0,0,0.0,0.0,0.0,3,0,0.0,0.0,7,0,4,145800.0,1.0,0.0,1.0,282.0,4,522,14600.0,0.0,465.0,2,0,1900.0,19103.0
10,0,1,0.0,80000.0,0.0,4,0,0.0,0.0,14,0,3,984800.0,2.0,2.0,1.0,1137.0,4,2172,78800.0,0.0,1655.0,0,0,2009.0,19102.0
2,0,0,58.0,80000.0,0.0,5,0,16.0,0.0,7,80000,4,248500.0,1.0,3.0,2.0,1002.0,4,1804,49700.0,928.0,1464.0,0,6,1905.0,19148.0
3,0,0,52.0,0.0,0.0,4,0,20.0,0.0,11,0,4,123900.0,1.0,3.0,2.0,1442.0,4,1624,24780.0,1040.0,1200.0,1,6,1965.0,19124.0
3,0,0,49.0,80000.0,0.0,4,0,14.0,0.0,8,80000,4,168200.0,1.0,3.0,2.0,745.0,4,82,33640.0,687.0,972.0,0,6,1920.0,19148.0
5,0,1,100.0,80000.0,0.0,4,0,16.0,1.0,7,80000,4,169600.0,1.0,0.0,2.0,2094.0,4,1484,33920.0,1600.0,1120.0,6,6,1949.0,19151.0
7,0,0,90.0,0.0,0.0,4,0,15.0,0.0,7,0,4,115300.0,1.0,3.0,2.0,2386.0,4,3103,23060.0,1350.0,1200.0,6,6,1935.0,19141.0
3,0,0,48.0,0.0,0.0,4,0,17.0,0.0,7,0,4,300800.0,0.0,0.0,3.0,968.0,0,1220,60160.0,816.0,1793.0,6,6,1935.0,19104.0
11,0,0,95.0,79440.0,560.0,3,0,16.0,1.0,7,80000,4,99300.0,1.0,3.0,1.0,3488.0,4,226,19300.0,1520.0,1200.0,6,6,1925.0,19143.0
3,0,0,45.0,0.0,0.0,4,0,15.0,0.0,7,0,4,52100.0,1.0,3.0,2.0,1817.0,4,316,10420.0,653.0,986.0,6,6,1925.0,19132.0
5,0,1,108.0,80000.0,0.0,4,0,20.0,1.0,7,80000,4,242100.0,1.0,3.0,2.0,7351.0,4,1449,48420.0,2122.0,1420.0,6,6,1966.0,19114.0
2,0,0,49.0,0.0,0.0,4,0,13.0,0.0,7,0,4,217000.0,1.0,3.0,2.0,505.0,4,273,43400.0,620.0,908.0,0,6,1920.0,19147.0
11,0,0,0.0,80000.0,0.0,4,0,0.0,0.0,7,80000,4,220700.0,0.0,0.0,1.0,745.0,4,2219,35200.0,0.0,465.0,6,6,1900.0,19106.0
5,0,0,86.0,0.0,0.0,4,0,18.0,1.0,7,0,4,196300.0,1.0,3.0,2.0,3301.0,4,1554,39260.0,1535.0,1478.0,0,6,1950.0,19149.0
3,0,0,140.0,59000.0,0.0,4,0,35.0,1.0,7,0,4,205700.0,1.0,3.0,1.0,1057.0,4,1630,41100.0,4900.0,1870.0,1,6,1930.0,19138.0
11,0,0,73.0,0.0,0.0,4,0,16.0,0.0,7,0,4,109200.0,1.0,3.0,2.0,611.0,4,1841,21840.0,1165.0,1420.0,6,6,1930.0,19120.0
4,0,1,100.0,80000.0,0.0,4,0,24.0,1.0,7,80000,4,268200.0,2.0,3.0,2.0,4001.0,4,2530,53640.0,2433.0,1188.0,0,6,1960.0,19128.0
7,0,1,106.0,80000.0,0.0,4,0,29.0,1.0,7,80000,4,264100.0,2.0,4.0,3.0,929.0,4,2827,52820.0,3041.0,1865.0,0,6,1950.0,19111.0
11,0,0,53.0,0.0,0.0,5,0,15.0,0.0,7,0,4,57500.0,1.0,3.0,2.0,968.0,4,2152,11500.0,788.0,870.0,6,6,1925.0,19139.0
9,1,0,75.0,0.0,0.0,4,0,25.0,1.0,7,0,4,284200.0,1.0,0.0,3.0,1670.0,4,752,56800.0,1875.0,1824.0,1,6,1900.0,19128.0
7,0,0,80.0,0.0,0.0,4,0,16.0,1.0,7,0,4,148500.0,1.0,3.0,2.0,1577.0,4,2745,29700.0,1276.0,914.0,6,6,1950.0,19136.0
11,0,0,0.0,0.0,0.0,4,0,0.0,0.0,7,0,4,261400.0,0.0,0.0,1.0,607.0,4,522,33900.0,0.0,946.0,6,6,1900.0,19107.0
3,0,0,49.0,104720.0,12080.0,4,0,14.0,0.0,7,0,4,130900.0,1.0,3.0,2.0,1526.0,4,686,14100.0,686.0,840.0,6,6,1923.0,19146.0
11,0,0,80.0,0.0,0.0,4,0,15.0,0.0,7,0,4,76000.0,1.0,3.0,1.0,2859.0,4,1368,15200.0,1200.0,1086.0,6,6,1920.0,19131.0
11,1,0,65.0,0.0,0.0,5,0,24.0,0.0,7,0,5,137300.0,0.0,0.0,2.0,1454.0,4,493,27460.0,1569.0,1900.0,6,6,1925.0,19139.0
5,0,1,152.0,80000.0,0.0,3,1,151.0,2.0,14,80000,3,661800.0,3.0,4.0,1.0,3492.0,0,2130,132360.0,22332.0,3264.0,1,2,2001.0,19128.0
5,0,0,135.0,80000.0,0.0,4,0,21.0,1.0,7,80000,4,255400.0,1.0,3.0,2.0,7676.0,4,403,51080.0,2768.0,1360.0,6,6,1973.0,19154.0
11,0,0,66.0,0.0,0.0,4,0,14.0,0.0,8,0,4,69500.0,1.0,3.0,2.0,436.0,4,2985,13900.0,917.0,1022.0,6,6,1935.0,19134.0
3,0,0,90.0,80000.0,0.0,3,0,16.0,1.0,7,80000,4,167200.0,2.0,3.0,2.0,2119.0,4,2989,33440.0,1428.0,1088.0,0,6,1950.0,19150.0
7,0,1,105.0,0.0,0.0,4,0,29.0,1.0,7,0,4,224500.0,0.0,0.0,1.0,2145.0,4,1540,44900.0,3081.0,1066.0,0,6,1957.0,19152.0
3,0,0,57.0,0.0,0.0,4,0,15.0,0.0,7,0,4,74300.0,1.0,2.0,2.0,2894.0,4,2671,14860.0,824.0,1008.0,1,6,1920.0,19134.0
4,0,1,42.0,80000.0,0.0,4,0,17.0,0.0,7,0,4,597000.0,2.0,3.0,3.0,381.0,4,15,119400.0,693.0,1566.0,0,6,1800.0,19146.0
11,0,0,100.0,0.0,0.0,4,0,18.0,0.0,7,0,4,113700.0,1.0,3.0,2.0,1277.0,4,3172,22740.0,1795.0,1260.0,6,6,1970.0,19139.0
5,0,1,111.0,80000.0,0.0,4,0,31.0,1.0,7,80000,4,249200.0,1.0,3.0,2.0,8272.0,4,1478,49840.0,3473.0,1560.0,6,6,1967.0,19114.0
11,0,0,50.0,0.0,0.0,4,0,14.0,0.0,7,0,4,52200.0,1.0,3.0,2.0,1483.0,4,629,10440.0,700.0,1064.0,6,6,1915.0,19132.0
11,0,0,0.0,0.0,0.0,4,0,0.0,0.0,13,0,3,17000.0,0.0,0.0,1.0,306.0,4,3084,2200.0,0.0,120.0,6,6,2006.0,19106.0
5,0,0,109.0,0.0,0.0,4,0,15.0,0.0,7,0,4,159300.0,1.0,3.0,2.0,3258.0,4,2819,31860.0,1640.0,1194.0,6,6,1925.0,19138.0
11,0,0,69.0,0.0,0.0,4,0,14.0,0.0,8,0,4,74400.0,1.0,3.0,2.0,1661.0,4,2333,14880.0,961.0,1060.0,6,7,1925.0,19104.0
11,0,1,0.0,0.0,0.0,4,0,0.0,0.0,7,0,4,267800.0,0.0,0.0,1.0,1054.0,4,1663,21400.0,0.0,717.0,6,0,1977.0,19102.0
7,0,0,70.0,80000.0,0.0,4,0,16.0,1.0,11,80000,4,159300.0,1.0,3.0,2.0,3677.0,4,1524,31860.0,1103.0,1408.0,1,6,1925.0,19124.0
6,0,0,50.0,0.0,0.0,4,0,14.0,0.0,8,0,4,100700.0,1.0,3.0,2.0,2777.0,4,1773,20140.0,708.0,1024.0,0,6,1925.0,19146.0
7,0,0,125.0,80000.0,0.0,4,0,23.0,1.0,7,80000,4,157800.0,1.0,4.0,1.0,4055.0,4,1056,31500.0,2844.0,1578.0,6,0,1920.0,19131.0
11,1,0,78.0,0.0,0.0,4,0,16.0,1.0,7,0,4,171200.0,0.0,0.0,2.0,2978.0,4,1705,34240.0,1253.0,1280.0,0,6,1950.0,19149.0
11,0,0,0.0,0.0,0.0,4,0,0.0,0.0,7,0,4,302100.0,0.0,0.0,1.0,208.0,4,2862,39200.0,0.0,1156.0,6,6,1900.0,19107.0
11,0,0,80.0,0.0,0.0,4,0,16.0,0.0,7,0,4,130800.0,1.0,3.0,2.0,626.0,4,3189,26160.0,1280.0,1484.0,6,6,1925.0,19139.0
11,0,0,36.0,0.0,0.0,4,0,15.0,0.0,7,0,4,186800.0,1.0,2.0,2.0,899.0,4,746,37360.0,533.0,750.0,6,6,1925.0,19143.0
0,0,1,62.0,0.0,0.0,3,0,15.0,0.0,7,0,2,63000.0,2.0,3.0,2.0,1041.0,4,96,12600.0,955.0,1665.0,0,6,1920.0,19134.0
11,0,0,57.0,59000.0,14700.0,4,0,15.0,0.0,7,73700,4,73700.0,1.0,3.0,2.0,2136.0,4,1824,0.0,861.0,1069.0,6,6,1925.0,19131.0
5,0,0,105.0,80000.0,0.0,4,0,16.0,1.0,7,80000,4,182000.0,0.0,0.0,2.0,2245.0,4,2806,36400.0,1688.0,1500.0,0,6,1925.0,19138.0
11,0,0,67.0,0.0,0.0,4,0,16.0,0.0,8,0,4,100700.0,1.0,3.0,2.0,569.0,4,1582,20140.0,1068.0,1220.0,6,6,1930.0,19120.0
11,0,0,57.0,0.0,0.0,4,0,14.0,0.0,7,0,4,49800.0,1.0,3.0,1.0,1184.0,4,3086,9900.0,816.0,1107.0,6,6,1920.0,19133.0
11,0,0,56.0,0.0,0.0,4,0,15.0,0.0,7,0,4,71700.0,1.0,3.0,2.0,1187.0,4,2896,14340.0,840.0,1220.0,6,6,1925.0,19131.0
5,0,0,108.0,0.0,0.0,4,0,18.0,1.0,7,0,4,235600.0,1.0,3.0,2.0,1917.0,4,1128,47120.0,1966.0,1246.0,6,0,1950.0,19149.0
2,1,1,118.0,0.0,0.0,3,0,18.0,0.0,7,0,4,695800.0,4.0,3.0,3.0,351.0,4,1942,139100.0,2127.0,3000.0,1,6,1915.0,19130.0
3,0,1,70.0,0.0,0.0,1,0,14.0,0.0,15,0,3,614700.0,2.0,3.0,3.0,825.0,4,1905,122940.0,980.0,1932.0,0,6,2010.0,19146.0
2,0,0,50.0,0.0,0.0,7,0,14.0,0.0,7,0,7,27400.0,1.0,3.0,2.0,2470.0,4,2549,5480.0,696.0,1020.0,6,6,1920.0,19142.0
5,0,0,82.0,54400.0,13600.0,4,0,15.0,1.0,7,68000,4,68000.0,1.0,3.0,1.0,2119.0,4,2998,0.0,1223.0,1308.0,6,6,1925.0,19143.0
9,0,0,61.0,0.0,0.0,4,0,15.0,0.0,11,0,4,226300.0,1.0,2.0,2.0,1076.0,4,2744,45260.0,914.0,1260.0,1,0,1940.0,19128.0
5,0,0,85.0,80000.0,0.0,4,0,14.0,1.0,7,80000,4,131300.0,1.0,3.0,2.0,2076.0,1,415,26260.0,1209.0,1060.0,6,6,1925.0,19120.0
3,0,1,44.0,80000.0,0.0,3,2,17.0,0.0,7,80000,3,795000.0,2.0,3.0,3.0,773.0,4,701,159000.0,748.0,1428.0,0,6,1900.0,19103.0
11,0,0,57.0,0.0,0.0,4,0,15.0,0.0,7,0,4,75200.0,0.0,0.0,2.0,2034.0,0,2137,15040.0,853.0,1284.0,6,6,1925.0,19139.0
4,0,1,75.0,80000.0,0.0,4,0,15.0,1.0,7,80000,4,178500.0,2.0,3.0,2.0,2729.0,4,2889,35700.0,1157.0,1352.0,1,6,1937.0,19138.0
10,1,1,110.0,0.0,0.0,4,0,28.0,0.0,7,0,4,290900.0,2.0,5.0,2.0,664.0,4,251,58180.0,3116.0,2248.0,0,6,1960.0,19152.0
11,0,0,42.0,150300.0,0.0,4,0,15.0,0.0,7,0,4,339600.0,1.0,3.0,2.0,406.0,4,1929,67920.0,629.0,1284.0,6,6,1920.0,19147.0
2,0,1,63.0,80000.0,0.0,4,0,16.0,0.0,11,80000,3,472800.0,2.0,3.0,3.0,1568.0,4,2733,94560.0,977.0,2074.0,5,6,1925.0,19145.0
11,0,0,44.0,0.0,0.0,4,0,15.0,0.0,7,0,4,45900.0,1.0,3.0,1.0,842.0,4,2312,9180.0,660.0,884.0,6,6,1920.0,19139.0
11,0,0,117.0,80000.0,0.0,5,0,40.0,0.0,13,80000,4,253700.0,0.0,0.0,3.0,1604.0,4,2122,50740.0,4670.0,2125.0,6,6,1935.0,19141.0
11,0,0,42.0,83600.0,20900.0,5,0,14.0,0.0,7,0,4,104500.0,1.0,3.0,1.0,602.0,4,721,0.0,578.0,950.0,6,6,1920.0,19122.0
3,0,0,117.0,127300.0,0.0,4,0,20.0,0.0,7,0,4,208300.0,1.0,3.0,2.0,1079.0,4,842,41660.0,2340.0,1484.0,1,6,1900.0,19144.0
9,1,1,126.0,0.0,0.0,4,0,20.0,0.0,7,0,3,339700.0,1.0,2.0,2.0,2490.0,4,1274,67940.0,2520.0,2000.0,0,6,1965.0,19135.0
0,0,1,40.0,368960.0,0.0,1,0,16.0,0.0,9,0,1,461200.0,2.0,3.0,3.0,714.0,4,1599,92240.0,635.0,1569.0,0,6,2015.0,19122.0
3,1,0,67.0,0.0,0.0,4,0,16.0,0.0,7,0,4,155100.0,3.0,5.0,3.0,960.0,4,1371,31000.0,1072.0,2406.0,1,6,1875.0,19125.0
3,1,0,61.0,0.0,0.0,4,0,14.0,0.0,7,0,4,126700.0,1.0,3.0,2.0,2651.0,4,2381,25300.0,854.0,960.0,1,4,1947.0,19129.0
11,0,0,51.0,0.0,0.0,5,0,16.0,0.0,7,0,4,83100.0,1.0,3.0,2.0,1832.0,4,3099,16620.0,816.0,1024.0,6,6,1920.0,19140.0
7,0,0,100.0,0.0,0.0,4,0,52.0,1.0,7,0,4,250700.0,2.0,3.0,1.0,3914.0,4,1707,50140.0,5191.0,1381.0,0,6,1950.0,19150.0
11,0,0,48.0,0.0,0.0,4,0,14.0,0.0,7,0,4,68800.0,1.0,3.0,2.0,1496.0,4,2513,13760.0,665.0,1024.0,6,6,1925.0,19133.0
3,0,0,70.0,54240.0,13560.0,4,0,15.0,0.0,7,67800,4,67800.0,1.0,3.0,1.0,422.0,4,1055,0.0,1038.0,1260.0,6,6,1920.0,19134.0
11,0,0,72.0,88600.0,0.0,4,0,22.0,0.0,7,0,4,112900.0,0.0,0.0,3.0,867.0,4,2096,22580.0,1588.0,2064.0,6,6,1925.0,19104.0
10,0,0,100.0,80000.0,0.0,4,0,46.0,0.0,8,80000,4,220300.0,1.0,4.0,1.0,4924.0,0,950,44060.0,3500.0,1512.0,6,6,1972.0,19154.0
3,0,0,54.0,80000.0,0.0,4,0,14.0,0.0,17,80000,4,196200.0,1.0,2.0,2.0,414.0,4,3081,39240.0,761.0,756.0,1,3,1875.0,19125.0
3,0,0,67.0,204300.0,0.0,4,0,16.0,0.0,7,0,4,295200.0,2.0,3.0,1.0,621.0,4,3100,59040.0,1068.0,1280.0,6,6,1900.0,19147.0
11,0,1,63.0,80000.0,0.0,4,0,23.0,1.0,9,80000,3,335900.0,0.0,0.0,2.0,541.0,4,1035,67100.0,1413.0,1480.0,6,6,2009.0,19122.0
11,0,0,72.0,0.0,0.0,5,0,16.0,0.0,7,0,4,136900.0,1.0,4.0,2.0,2089.0,4,3083,27380.0,1152.0,1704.0,6,6,1930.0,19144.0
11,0,0,113.0,80000.0,0.0,4,0,16.0,0.0,7,80000,4,115900.0,1.0,4.0,1.0,3263.0,4,1012,23180.0,1800.0,1510.0,6,6,1915.0,19143.0
11,0,0,27.0,80000.0,0.0,5,0,14.0,0.0,7,80000,4,229100.0,0.0,0.0,3.0,479.0,0,310,45820.0,342.0,976.0,6,6,1920.0,19147.0
11,0,0,60.0,0.0,0.0,4,0,15.0,0.0,7,0,4,76000.0,1.0,3.0,2.0,1449.0,4,2152,15200.0,868.0,1174.0,6,6,1925.0,19139.0
11,0,0,40.0,80000.0,0.0,4,0,14.0,0.0,7,0,4,183500.0,1.0,3.0,2.0,1214.0,4,1313,36700.0,554.0,1008.0,6,6,1920.0,19146.0
5,0,0,70.0,0.0,0.0,4,0,18.0,1.0,7,0,4,127500.0,1.0,3.0,2.0,945.0,4,510,25500.0,1260.0,1278.0,6,6,1950.0,19124.0
11,0,0,47.0,60800.0,15200.0,4,0,15.0,0.0,7,76000,4,76000.0,1.0,3.0,2.0,1420.0,4,2078,0.0,721.0,1020.0,6,6,1935.0,19140.0
11,0,1,0.0,0.0,0.0,4,0,0.0,0.0,7,0,4,214300.0,0.0,0.0,1.0,1054.0,4,1663,17100.0,0.0,706.0,6,0,1977.0,19102.0
11,0,0,98.0,0.0,0.0,4,0,18.0,0.0,7,0,4,687700.0,0.0,0.0,3.0,660.0,4,534,137500.0,1755.0,3388.0,6,6,1915.0,19146.0
11,0,1,0.0,80000.0,0.0,3,0,0.0,0.0,7,80000,3,156900.0,0.0,0.0,1.0,1202.0,4,1083,26600.0,0.0,699.0,6,6,2004.0,19128.0
3,0,1,49.0,80000.0,0.0,4,0,31.0,0.0,8,80000,4,288900.0,1.0,3.0,2.0,1219.0,4,1225,57780.0,1479.0,1750.0,0,6,1982.0,19148.0
3,0,0,70.0,0.0,0.0,4,0,15.0,0.0,7,0,4,113200.0,1.0,3.0,2.0,988.0,4,826,22640.0,1073.0,1170.0,6,6,1935.0,19120.0
0,0,1,28.0,324000.0,0.0,1,0,16.0,0.0,9,0,1,405000.0,0.0,2.0,3.0,1182.0,0,627,81000.0,579.0,1512.0,0,6,2018.0,19125.0
11,1,0,62.0,0.0,0.0,3,0,16.0,0.0,7,0,4,361600.0,0.0,0.0,3.0,1839.0,4,3082,72320.0,992.0,2160.0,6,6,1915.0,19132.0
3,0,0,65.0,80000.0,0.0,4,0,15.0,0.0,7,80000,4,174100.0,1.0,3.0,1.0,1470.0,4,3120,34820.0,996.0,1450.0,6,6,1920.0,19145.0
11,0,0,69.0,0.0,0.0,5,0,15.0,0.0,7,0,4,59300.0,1.0,3.0,2.0,1300.0,4,3141,11860.0,1012.0,1290.0,6,6,1915.0,19132.0
11,0,0,0.0,0.0,0.0,4,0,0.0,0.0,7,0,4,99800.0,0.0,0.0,1.0,3884.0,4,2779,17000.0,0.0,654.0,6,6,1960.0,19116.0
3,0,0,70.0,98000.0,0.0,4,0,16.0,0.0,7,0,4,164000.0,1.0,3.0,2.0,561.0,4,1213,32800.0,1160.0,924.0,0,6,1950.0,19144.0
6,0,1,90.0,0.0,0.0,3,0,15.0,1.0,7,0,2,195700.0,1.0,3.0,2.0,1906.0,0,2830,39100.0,1338.0,1044.0,1,6,1925.0,19119.0
5,0,1,105.0,80000.0,0.0,4,0,27.0,1.0,7,0,4,234800.0,2.0,3.0,1.0,3036.0,0,951,46960.0,3710.0,1107.0,0,6,1956.0,19152.0
7,0,0,70.0,80000.0,0.0,4,0,16.0,1.0,7,80000,4,138300.0,1.0,3.0,2.0,4456.0,4,416,27660.0,1145.0,1226.0,6,6,1945.0,19141.0
5,0,0,122.0,80000.0,0.0,4,0,25.0,1.0,7,80000,4,214600.0,1.0,3.0,2.0,2629.0,4,1430,42920.0,3031.0,1344.0,0,6,1945.0,19138.0
11,1,0,112.0,20645.6,0.0,4,0,38.0,0.0,7,20646,4,262000.0,0.0,0.0,2.0,5262.0,4,554,52400.0,4272.0,1844.0,6,6,1960.0,19116.0
3,0,0,50.0,0.0,0.0,4,0,14.0,0.0,7,0,4,178400.0,1.0,3.0,2.0,880.0,4,1653,35680.0,709.0,928.0,6,6,1920.0,19134.0
11,0,0,100.0,80000.0,0.0,4,0,50.0,1.0,7,80000,4,237600.0,0.0,0.0,1.0,2336.0,4,1350,47520.0,5000.0,1127.0,6,6,1949.0,19114.0
3,0,0,124.0,80000.0,0.0,3,0,26.0,2.0,7,80000,4,195300.0,0.0,0.0,2.0,1056.0,4,1577,39060.0,3224.0,1200.0,6,6,1935.0,19111.0
8,0,1,90.0,0.0,0.0,4,0,27.0,1.0,9,0,3,312600.0,0.0,0.0,1.0,8799.0,4,1593,62520.0,2464.0,1800.0,6,6,2003.0,19114.0
11,0,0,49.0,65300.0,14700.0,5,0,20.0,0.0,7,80000,4,81600.0,2.0,4.0,3.0,1659.0,4,1784,1600.0,986.0,1512.0,6,6,1915.0,19121.0
11,1,0,173.0,34984.49,0.0,4,0,25.0,2.0,7,34984,4,280100.0,0.0,0.0,2.0,2128.0,0,2435,56020.0,4400.0,1774.0,6,2,1950.0,19151.0
11,0,0,100.0,80000.0,0.0,4,0,25.0,1.0,7,80000,4,203300.0,0.0,0.0,2.0,2204.0,4,639,40660.0,2481.0,1440.0,6,0,1945.0,19135.0
10,1,0,114.0,80000.0,0.0,4,0,20.0,1.0,8,80000,4,211800.0,0.0,0.0,2.0,1185.0,4,2064,42360.0,2280.0,2680.0,6,6,1925.0,19140.0
3,0,1,153.0,80000.0,0.0,4,0,111.0,1.0,7,80000,4,361200.0,0.0,0.0,1.0,1474.0,4,1051,72200.0,17029.0,1974.0,6,6,1964.0,19115.0
2,0,1,44.0,0.0,0.0,3,0,16.0,0.0,7,0,3,318500.0,1.0,4.0,3.0,390.0,4,2757,63700.0,687.0,1410.0,0,6,1920.0,19122.0
3,0,0,66.0,0.0,0.0,4,0,13.0,0.0,7,0,4,95000.0,1.0,4.0,2.0,932.0,4,1212,19000.0,884.0,1348.0,1,6,1900.0,19144.0
3,0,1,46.0,205702.0,0.0,2,0,12.0,0.0,7,0,2,451100.0,2.0,3.0,3.0,1012.0,4,1582,90220.0,571.0,1685.0,0,6,1920.0,19123.0
7,0,0,85.0,80000.0,0.0,4,0,18.0,1.0,7,80000,4,192400.0,1.0,3.0,2.0,2733.0,4,836,38480.0,1530.0,1260.0,1,6,1925.0,19119.0
5,0,1,154.0,80000.0,0.0,4,0,123.0,1.0,7,80000,4,400400.0,0.0,0.0,1.0,3433.0,0,2970,80000.0,19549.0,2342.0,6,6,1958.0,19116.0
3,0,0,38.0,80000.0,0.0,4,0,14.0,0.0,7,80000,4,139800.0,1.0,2.0,2.0,1650.0,4,906,27960.0,525.0,776.0,1,4,1900.0,19134.0
3,0,0,80.0,80000.0,0.0,4,0,17.0,0.0,7,80000,4,159100.0,1.0,3.0,2.0,1259.0,4,1948,31820.0,1354.0,1552.0,6,5,1925.0,19119.0
3,0,0,45.0,0.0,0.0,5,0,14.0,0.0,7,0,4,80000.0,1.0,3.0,2.0,852.0,4,1582,16000.0,630.0,840.0,6,6,1915.0,19133.0
3,0,0,70.0,80000.0,0.0,4,0,16.0,0.0,7,80000,4,227500.0,1.0,3.0,2.0,543.0,4,560,45500.0,1085.0,1290.0,6,6,1915.0,19134.0
11,0,0,70.0,0.0,0.0,4,0,18.0,0.0,7,0,4,80300.0,1.0,3.0,1.0,4406.0,0,1201,16000.0,1260.0,1152.0,6,0,1920.0,19142.0
11,0,0,75.0,0.0,0.0,4,0,16.0,0.0,7,0,4,142300.0,1.0,3.0,2.0,1639.0,4,1551,28460.0,1200.0,1312.0,6,6,1925.0,19143.0
0,0,1,57.0,0.0,0.0,2,0,18.0,1.0,7,0,2,357900.0,3.0,4.0,2.0,822.0,4,2316,71580.0,1026.0,2052.0,0,6,1925.0,19146.0
11,0,0,150.0,80000.0,0.0,4,0,50.0,1.0,11,80000,4,273400.0,0.0,0.0,1.0,7558.0,4,2855,54680.0,7500.0,1500.0,6,6,1925.0,19115.0
3,0,0,156.0,57460.48,0.0,4,0,31.0,1.0,7,57460,4,339200.0,1.0,3.0,3.0,301.0,4,2909,67840.0,4853.0,2699.0,1,6,1900.0,19144.0
3,0,0,48.0,0.0,0.0,4,0,14.0,0.0,15,0,4,90200.0,1.0,2.0,2.0,710.0,4,419,18040.0,672.0,856.0,6,6,1920.0,19134.0
11,1,0,73.0,0.0,0.0,1,0,20.0,0.0,7,0,3,42000.0,0.0,0.0,3.0,1517.0,4,1161,10500.0,1457.0,2478.0,6,7,2010.0,19121.0
3,0,0,47.0,0.0,0.0,4,0,14.0,0.0,7,0,4,50000.0,1.0,2.0,2.0,1877.0,4,2735,10000.0,667.0,746.0,6,6,1925.0,19132.0
11,0,0,62.0,50400.0,12500.0,4,0,15.0,0.0,7,62900,4,62900.0,1.0,3.0,1.0,708.0,4,1495,0.0,950.0,1166.0,6,6,1920.0,19143.0
5,0,0,121.0,80000.0,0.0,4,0,16.0,1.0,7,80000,4,155300.0,1.0,3.0,2.0,1503.0,4,2051,31000.0,1887.0,1366.0,1,6,1945.0,19124.0
3,0,0,72.0,0.0,0.0,4,0,16.0,0.0,8,0,4,67700.0,1.0,3.0,2.0,205.0,4,2769,13540.0,1152.0,1056.0,1,6,1920.0,19134.0
0,0,0,81.0,0.0,0.0,4,0,15.0,0.0,7,0,2,121400.0,2.0,3.0,2.0,2201.0,4,26,24200.0,1216.0,1220.0,6,0,1925.0,19124.0
0,0,1,48.0,80000.0,0.0,2,0,14.0,0.0,7,80000,2,346700.0,2.0,2.0,2.0,1216.0,4,2211,69340.0,670.0,672.0,0,6,1920.0,19148.0
11,0,0,61.0,0.0,0.0,4,0,15.0,0.0,7,0,4,72600.0,1.0,3.0,2.0,430.0,4,151,14520.0,894.0,1094.0,6,6,1925.0,19139.0
