basements,category_code,central_air,depth,exempt_building,exempt_land,exterior_condition,fireplaces,frontage,garage_spaces,general_construction,homestead_exemption,interior_condition,market_value,number_of_bathrooms,number_of_bedrooms,number_stories,off_street_open,parcel_shape,street_code,taxable_land,total_area,total_livable_area,type_heater,view_type,year_built,zip_code
3,0,0,90.0,0.0,0.0,4,0,25.0,1.0,7,0,3,161600.0,2.0,3.0,2.0,1063.0,4,784,32320.0,2250.0,1280.0,6,6,1935.0,19135.0
11,1,0,91.0,0.0,0.0,4,0,20.0,0.0,7,0,4,115200.0,0.0,0.0,2.0,240.0,4,1748,23000.0,1823.0,1440.0,6,6,1920.0,19124.0
3,0,1,36.0,0.0,0.0,3,0,28.0,1.0,7,0,3,412900.0,2.0,3.0,2.0,720.0,4,1583,82580.0,994.0,1988.0,0,6,2006.0,19147.0
11,0,0,57.0,0.0,0.0,4,0,15.0,0.0,7,0,4,84200.0,1.0,4.0,3.0,1825.0,4,3129,16800.0,855.0,1590.0,6,6,1925.0,19121.0
3,1,0,48.0,338600.0,0.0,4,0,23.0,0.0,7,0,4,484400.0,3.0,6.0,3.0,406.0,4,2733,96880.0,1103.0,2548.0,6,6,1925.0,19148.0
11,1,0,77.0,0.0,0.0,4,0,16.0,0.0,7,0,4,241600.0,2.0,3.0,2.0,1280.0,4,3181,48320.0,1232.0,1477.0,6,6,1920.0,19143.0
11,0,0,50.0,80000.0,0.0,4,0,15.0,0.0,7,80000,4,168500.0,1.0,3.0,2.0,870.0,4,804,33700.0,768.0,1050.0,6,6,1925.0,19121.0
11,0,0,59.0,74000.0,6000.0,5,0,15.0,0.0,7,80000,4,92500.0,1.0,3.0,2.0,1737.0,4,2006,12500.0,885.0,1050.0,6,6,1925.0,19121.0
3,0,0,74.0,0.0,0.0,5,0,15.0,0.0,7,0,4,210900.0,1.0,3.0,2.0,1719.0,4,447,42180.0,1110.0,1272.0,6,6,1923.0,19146.0
11,0,0,84.0,0.0,0.0,4,0,16.0,0.0,7,0,4,109700.0,0.0,0.0,2.0,911.0,4,522,21900.0,1347.0,1960.0,0,6,1920.0,19139.0
7,0,0,190.0,80000.0,0.0,4,1,70.0,1.0,7,0,4,716700.0,3.0,6.0,3.0,3480.0,4,1176,143340.0,13320.0,3582.0,5,6,1925.0,19119.0
11,0,0,67.0,0.0,0.0,4,0,20.0,0.0,7,0,4,226500.0,1.0,3.0,2.0,793.0,4,1778,45300.0,1347.0,1280.0,6,6,1965.0,19122.0
11,0,0,90.0,80000.0,0.0,5,0,23.0,0.0,7,80000,4,179400.0,0.0,0.0,2.0,2417.0,4,1404,35880.0,2025.0,1240.0,6,6,1925.0,19135.0
11,0,1,115.0,0.0,0.0,4,1,68.0,0.0,7,0,4,284700.0,0.0,0.0,1.0,4728.0,4,2061,56940.0,7820.0,1176.0,6,6,1979.0,19128.0
3,0,0,52.0,80000.0,0.0,4,0,15.0,0.0,7,80000,4,202600.0,1.0,3.0,2.0,1597.0,4,487,40520.0,780.0,1068.0,6,6,1920.0,19145.0
5,0,0,104.0,80000.0,0.0,4,0,24.0,0.0,7,80000,4,219100.0,0.0,0.0,2.0,1120.0,4,301,43820.0,2530.0,1222.0,6,6,1958.0,19111.0
3,0,0,83.0,80000.0,0.0,4,0,16.0,0.0,7,80000,4,114000.0,1.0,3.0,2.0,1582.0,4,1720,22800.0,1322.0,1088.0,1,6,1915.0,19144.0
7,0,0,100.0,80000.0,0.0,4,0,16.0,1.0,7,80000,4,179900.0,1.0,3.0,2.0,1864.0,4,2182,35980.0,1600.0,1152.0,6,6,1962.0,19136.0
7,0,0,93.0,0.0,0.0,4,0,16.0,1.0,7,0,4,223800.0,1.0,3.0,3.0,2138.0,4,1828,44760.0,1508.0,1480.0,1,6,1925.0,19119.0
11,1,0,87.0,0.0,0.0,4,0,16.0,0.0,7,0,4,168500.0,0.0,0.0,2.0,945.0,4,1687,33700.0,1392.0,1670.0,6,6,1920.0,19141.0
11,0,0,48.0,118960.0,29740.0,4,0,14.0,0.0,7,0,4,148700.0,1.0,3.0,2.0,996.0,4,931,0.0,680.0,784.0,6,6,1920.0,19121.0
11,0,0,115.0,0.0,0.0,4,0,16.0,0.0,7,0,4,21000.0,0.0,0.0,2.0,1595.0,0,3158,5250.0,1844.0,3040.0,6,6,1999.0,19104.0
11,0,0,110.0,0.0,0.0,4,0,25.0,0.0,7,0,4,405300.0,0.0,0.0,3.0,1906.0,4,475,81000.0,2750.0,2700.0,6,6,1925.0,19143.0
5,0,0,99.0,0.0,0.0,4,0,24.0,1.0,7,0,4,205000.0,1.0,3.0,2.0,2351.0,4,1351,41000.0,2425.0,1216.0,0,6,1950.0,19149.0
11,0,0,100.0,80000.0,0.0,4,0,15.0,0.0,7,80000,4,122500.0,1.0,3.0,2.0,912.0,4,3206,24500.0,1500.0,1198.0,6,6,1925.0,19151.0
5,0,0,98.0,80000.0,0.0,4,0,15.0,1.0,7,80000,4,101400.0,1.0,3.0,1.0,4386.0,4,3211,20200.0,1463.0,1236.0,6,6,1925.0,19142.0
3,0,0,77.0,70160.0,9840.0,4,0,16.0,0.0,8,80000,4,87700.0,1.0,3.0,2.0,332.0,4,725,7700.0,1192.0,1383.0,6,6,1925.0,19124.0
11,1,1,123.0,0.0,0.0,4,0,24.0,2.0,7,0,4,267900.0,0.0,0.0,2.0,483.0,4,297,53580.0,2952.0,1800.0,6,6,1981.0,19116.0
0,0,0,47.0,0.0,0.0,4,0,14.0,0.0,8,0,3,212900.0,1.0,2.0,2.0,1886.0,4,712,42580.0,658.0,816.0,1,6,1920.0,19148.0
2,0,0,50.0,0.0,0.0,4,0,14.0,0.0,7,0,4,102800.0,1.0,3.0,2.0,2036.0,4,2545,20560.0,700.0,900.0,0,6,1925.0,19148.0
3,1,0,96.0,0.0,0.0,4,0,16.0,0.0,7,0,4,375000.0,0.0,0.0,3.0,453.0,4,3110,75000.0,1536.0,2598.0,6,6,1915.0,19146.0
11,0,1,0.0,80000.0,0.0,4,0,0.0,0.0,7,80000,4,94700.0,0.0,0.0,1.0,7617.0,4,1016,10300.0,0.0,1140.0,6,6,1960.0,19131.0
5,0,0,745.0,80000.0,0.0,4,0,24.0,1.0,7,80000,4,181700.0,1.0,4.0,2.0,1167.0,0,1764,36340.0,1520.0,1724.0,6,6,1925.0,19151.0
2,1,0,58.0,0.0,0.0,4,0,16.0,0.0,8,0,3,319600.0,2.0,4.0,2.0,1488.0,4,712,63920.0,914.0,1378.0,0,6,1920.0,19148.0
3,0,0,39.0,55115.2,0.0,4,0,12.0,0.0,7,55115,4,207200.0,1.0,2.0,2.0,94.0,4,1010,41440.0,473.0,660.0,6,6,1920.0,19125.0
11,0,0,0.0,0.0,0.0,3,0,0.0,1.0,13,0,3,651900.0,0.0,2.0,1.0,666.0,4,3126,84700.0,0.0,1803.0,6,0,1900.0,19103.0
5,0,1,90.0,80000.0,0.0,4,0,18.0,0.0,7,80000,4,243300.0,1.0,3.0,2.0,8730.0,4,237,48660.0,1620.0,1368.0,0,6,1965.0,19154.0
11,0,0,53.0,127900.0,1000.0,4,0,16.0,0.0,7,0,4,159800.0,1.0,3.0,2.0,1098.0,4,2316,30900.0,848.0,1184.0,6,6,1925.0,19146.0
7,0,0,110.0,80000.0,0.0,4,0,17.0,1.0,7,80000,4,167700.0,1.0,3.0,2.0,1158.0,4,976,33540.0,1815.0,1386.0,0,6,1950.0,19138.0
7,0,0,76.0,0.0,0.0,4,0,16.0,1.0,7,0,4,137500.0,1.0,3.0,2.0,4236.0,4,1456,27500.0,1216.0,1408.0,1,6,1925.0,19141.0
3,0,0,185.0,0.0,0.0,4,0,25.0,0.0,7,0,4,205500.0,0.0,4.0,3.0,1896.0,4,359,41100.0,4625.0,2754.0,1,6,1905.0,19141.0
11,0,0,50.0,60900.0,15200.0,5,0,15.0,0.0,7,76100,4,76100.0,1.0,3.0,2.0,2512.0,4,1639,0.0,750.0,1104.0,6,6,1925.0,19131.0
3,0,0,107.0,80000.0,0.0,5,0,17.0,1.0,7,80000,4,148000.0,1.0,3.0,2.0,2044.0,4,3093,29600.0,1819.0,1462.0,6,6,1945.0,19120.0
11,0,1,0.0,0.0,0.0,4,0,0.0,0.0,7,0,4,146900.0,2.0,2.0,1.0,5575.0,4,2308,25000.0,0.0,1035.0,0,6,1976.0,19115.0
11,0,1,0.0,0.0,0.0,3,0,0.0,0.0,7,0,4,205400.0,0.0,0.0,1.0,4.0,4,522,18400.0,0.0,1050.0,6,0,1920.0,19107.0
0,0,1,80.0,80000.0,0.0,4,0,19.0,0.0,12,80000,3,384700.0,2.0,3.0,2.0,1597.0,4,2512,76940.0,1505.0,1882.0,0,6,2008.0,19125.0
3,1,0,244.0,0.0,0.0,4,0,19.0,0.0,11,0,4,825500.0,4.0,6.0,3.0,1495.0,4,2770,165100.0,4512.0,3518.0,6,6,1925.0,19140.0
11,1,0,109.0,0.0,0.0,4,0,20.0,0.0,7,0,3,491100.0,0.0,0.0,4.0,258.0,4,2606,98220.0,2216.0,2888.0,6,6,1925.0,19139.0
11,0,0,48.0,0.0,0.0,4,0,14.0,0.0,7,0,4,67200.0,1.0,3.0,2.0,583.0,4,599,13440.0,676.0,1060.0,6,6,1915.0,19132.0
11,0,0,70.0,80000.0,0.0,5,0,16.0,0.0,7,80000,4,111100.0,1.0,3.0,2.0,894.0,4,1695,22220.0,1127.0,1178.0,6,6,1940.0,19120.0
11,0,0,50.0,0.0,0.0,4,0,16.0,0.0,7,80000,4,81600.0,1.0,3.0,2.0,830.0,4,897,16300.0,808.0,970.0,6,6,1920.0,19142.0
5,0,0,70.0,0.0,0.0,4,0,16.0,1.0,7,0,4,61500.0,1.0,3.0,1.0,1377.0,4,2602,12300.0,1149.0,1062.0,6,6,1920.0,19143.0
11,0,0,40.0,218500.0,0.0,4,0,14.0,0.0,7,0,4,333400.0,1.0,2.0,2.0,379.0,4,1714,66600.0,560.0,916.0,6,6,1920.0,19146.0
3,0,0,62.0,129700.0,0.0,3,0,16.0,0.0,7,0,4,213700.0,1.0,3.0,2.0,1008.0,4,3116,42740.0,961.0,1248.0,5,6,1925.0,19146.0
3,0,0,50.0,0.0,0.0,4,0,14.0,0.0,7,0,4,62200.0,1.0,3.0,2.0,1048.0,4,241,12440.0,700.0,1016.0,6,6,1910.0,19134.0
5,0,0,80.0,80000.0,0.0,4,0,16.0,1.0,7,80000,4,168000.0,1.0,3.0,2.0,2058.0,4,766,33600.0,1290.0,1152.0,0,6,1950.0,19149.0
3,0,0,46.0,0.0,0.0,5,0,15.0,0.0,14,0,4,252700.0,1.0,3.0,2.0,779.0,4,987,50540.0,690.0,1200.0,6,6,1920.0,19148.0
5,0,0,135.0,80000.0,0.0,4,0,19.0,1.0,7,80000,4,130400.0,1.0,2.0,1.0,2845.0,4,394,26000.0,2570.0,684.0,1,6,1945.0,19149.0
3,0,0,76.0,80000.0,0.0,3,0,16.0,0.0,7,80000,2,162200.0,1.0,3.0,2.0,1860.0,4,826,32440.0,1208.0,1344.0,6,6,1930.0,19120.0
11,0,0,77.0,0.0,0.0,4,0,16.0,0.0,7,0,4,102800.0,1.0,4.0,2.0,986.0,4,2668,20500.0,1194.0,1558.0,6,6,1925.0,19144.0
11,1,0,96.0,0.0,0.0,4,0,23.0,2.0,7,0,4,252700.0,0.0,0.0,2.0,3699.0,4,1275,50540.0,2162.0,1806.0,6,6,1975.0,19114.0
3,0,0,63.0,80000.0,0.0,4,0,18.0,0.0,7,80000,4,149700.0,1.0,3.0,2.0,2841.0,4,1805,29940.0,1141.0,1096.0,6,6,1965.0,19111.0
0,0,1,67.0,268000.0,0.0,2,0,15.0,0.0,12,0,2,347500.0,2.0,4.0,3.0,1532.0,4,726,69500.0,998.0,2133.0,0,6,1875.0,19125.0
3,0,0,66.0,80000.0,0.0,4,0,16.0,0.0,7,80000,4,232200.0,1.0,3.0,2.0,712.0,4,3089,46440.0,1056.0,1600.0,0,6,1920.0,19148.0
11,0,1,0.0,80000.0,0.0,4,0,0.0,1.0,7,80000,4,484400.0,2.0,2.0,1.0,649.0,4,2286,72700.0,0.0,2078.0,6,6,1980.0,19103.0
5,0,0,130.0,80000.0,0.0,4,0,16.0,1.0,7,80000,4,170900.0,1.0,3.0,2.0,879.0,4,659,34180.0,2113.0,1126.0,0,6,1960.0,19136.0
7,0,0,92.0,80000.0,0.0,4,0,16.0,1.0,7,0,4,155000.0,1.0,3.0,2.0,1294.0,4,1925,31000.0,1468.0,1920.0,1,6,1900.0,19144.0
5,0,0,100.0,0.0,0.0,4,0,15.0,1.0,7,0,4,175800.0,1.0,3.0,2.0,2260.0,4,477,35160.0,1530.0,1450.0,0,6,1925.0,19138.0
11,0,1,0.0,0.0,0.0,4,0,0.0,0.0,7,0,4,81300.0,0.0,0.0,1.0,7617.0,4,1016,8900.0,0.0,986.0,6,6,1960.0,19131.0
3,0,0,56.0,80000.0,0.0,4,0,16.0,0.0,15,0,4,199300.0,1.0,3.0,2.0,593.0,4,3087,39860.0,892.0,1286.0,6,6,1920.0,19148.0
11,0,0,55.0,58500.0,14600.0,5,0,16.0,0.0,7,73100,4,73100.0,1.0,3.0,1.0,2401.0,4,1639,0.0,880.0,1060.0,6,6,1925.0,19131.0
3,0,0,49.0,0.0,0.0,4,0,15.0,0.0,7,0,4,219700.0,1.0,3.0,2.0,1061.0,4,1801,43940.0,730.0,1098.0,6,6,1920.0,19148.0
11,0,0,65.0,0.0,0.0,4,0,14.0,0.0,7,0,7,43200.0,1.0,2.0,2.0,2275.0,4,2319,8600.0,910.0,962.0,6,6,1920.0,19133.0
5,0,0,90.0,80000.0,0.0,4,0,16.0,1.0,7,80000,4,134700.0,1.0,3.0,2.0,1500.0,4,1663,26940.0,1432.0,1280.0,6,6,1925.0,19139.0
11,1,0,58.0,0.0,0.0,4,0,15.0,0.0,7,0,4,54100.0,0.0,0.0,2.0,949.0,4,115,8100.0,863.0,1306.0,6,6,1925.0,19139.0
11,0,0,46.0,0.0,0.0,2,0,15.0,0.0,7,0,3,255300.0,1.0,3.0,2.0,694.0,4,192,51000.0,685.0,960.0,6,6,1920.0,19121.0
11,0,0,64.0,0.0,0.0,7,0,15.0,0.0,7,0,5,73200.0,1.0,3.0,2.0,1128.0,4,2333,14640.0,973.0,1160.0,6,7,1925.0,19104.0
3,0,0,89.0,0.0,0.0,4,0,16.0,1.0,7,0,4,165000.0,1.0,3.0,2.0,1932.0,4,49,33000.0,1416.0,1120.0,6,6,1950.0,19135.0
11,0,0,47.0,0.0,0.0,4,0,15.0,0.0,7,0,4,51600.0,1.0,3.0,2.0,1421.0,4,1224,10320.0,698.0,976.0,6,6,1935.0,19133.0
11,0,0,39.0,0.0,0.0,4,0,15.0,0.0,8,0,4,56800.0,1.0,3.0,2.0,202.0,4,3075,11360.0,589.0,870.0,6,6,1930.0,19140.0
3,0,0,110.0,80000.0,0.0,4,0,16.0,1.0,7,80000,4,162400.0,1.0,3.0,2.0,4033.0,4,1524,32480.0,1769.0,1136.0,6,6,1955.0,19124.0
11,0,0,113.0,80000.0,0.0,4,0,50.0,1.0,9,80000,4,288200.0,0.0,0.0,2.0,1690.0,4,1967,57640.0,5625.0,1296.0,6,6,1953.0,19111.0
5,0,1,0.0,0.0,0.0,4,0,0.0,0.0,11,0,3,412200.0,0.0,0.0,1.0,671.0,4,2888,61800.0,0.0,1098.0,6,6,1890.0,19103.0
7,0,0,70.0,0.0,0.0,4,0,18.0,1.0,7,0,4,107400.0,1.0,3.0,2.0,1070.0,4,2262,21480.0,1271.0,1080.0,1,6,1915.0,19138.0
11,0,0,59.0,0.0,0.0,4,0,12.0,0.0,7,80000,4,165500.0,1.0,3.0,2.0,1048.0,4,1653,33100.0,702.0,840.0,6,6,1920.0,19134.0
8,0,1,120.0,80000.0,0.0,4,0,50.0,0.0,15,80000,4,267700.0,1.0,3.0,2.0,2077.0,4,1613,53540.0,6000.0,1272.0,1,2,1960.0,19128.0
2,0,0,98.0,0.0,0.0,4,0,14.0,0.0,12,0,4,216100.0,1.0,2.0,2.0,911.0,4,2361,43220.0,1358.0,1040.0,1,6,1940.0,19128.0
11,0,0,62.0,56800.0,14200.0,4,0,13.0,0.0,7,71000,4,71000.0,1.0,3.0,2.0,1788.0,4,370,0.0,825.0,1364.0,6,0,1930.0,19140.0
3,0,1,65.0,80000.0,0.0,2,0,16.0,0.0,7,80000,2,426700.0,1.0,3.0,2.0,555.0,4,776,85340.0,1035.0,1362.0,6,6,1920.0,19147.0
11,0,1,0.0,0.0,0.0,4,0,0.0,0.0,7,0,4,124200.0,2.0,3.0,1.0,7246.0,4,11,21000.0,0.0,1326.0,6,6,1980.0,19154.0
3,0,0,83.0,80000.0,0.0,4,0,15.0,1.0,8,80000,4,166600.0,1.0,3.0,2.0,1376.0,4,2665,33320.0,1245.0,1200.0,6,6,1950.0,19135.0
11,0,0,50.0,0.0,0.0,4,0,16.0,0.0,7,0,4,351100.0,1.0,3.0,2.0,358.0,4,1447,70200.0,800.0,912.0,6,6,1920.0,19146.0
11,0,1,0.0,80000.0,0.0,4,0,0.0,0.0,7,80000,4,400000.0,0.0,0.0,1.0,637.0,4,2369,40000.0,0.0,975.0,6,2,1925.0,19103.0
7,0,0,100.0,0.0,0.0,4,0,16.0,1.0,7,0,4,174500.0,1.0,3.0,2.0,1057.0,4,1630,34900.0,1600.0,1392.0,1,6,1930.0,19138.0
5,0,0,133.0,80000.0,0.0,2,0,31.0,1.0,7,80000,2,372500.0,2.0,3.0,2.0,3610.0,4,1881,74500.0,4095.0,1684.0,1,6,1950.0,19119.0
3,0,1,103.0,0.0,0.0,1,0,16.0,0.0,8,0,3,397400.0,2.0,3.0,3.0,1409.0,4,2767,80000.0,1646.0,2240.0,0,7,2010.0,19134.0
11,0,0,42.0,63520.0,15880.0,4,0,14.0,0.0,9,79400,3,79400.0,1.0,3.0,2.0,1581.0,4,2047,0.0,588.0,840.0,6,6,1998.0,19132.0
11,0,0,36.0,80000.0,0.0,4,0,13.0,0.0,7,80000,4,304300.0,0.0,0.0,3.0,515.0,4,1216,60860.0,453.0,975.0,6,6,1920.0,19147.0
2,0,0,72.0,0.0,0.0,4,0,15.0,0.0,7,0,5,39400.0,1.0,3.0,2.0,2179.0,0,3200,7880.0,1073.0,1330.0,1,6,1925.0,19139.0
3,0,0,119.0,54480.0,13620.0,4,0,14.0,0.0,7,68100,4,68100.0,1.0,3.0,2.0,806.0,4,1720,0.0,1662.0,868.0,1,6,1905.0,19144.0
11,0,0,50.0,41382.42,0.0,4,0,84.0,1.0,7,41382,4,295800.0,0.0,0.0,3.0,2160.0,4,3103,59160.0,4200.0,3159.0,6,6,1935.0,19126.0
3,0,0,50.0,0.0,0.0,4,0,20.0,0.0,7,0,4,262000.0,1.0,4.0,2.0,154.0,4,419,52400.0,1000.0,1784.0,6,6,1965.0,19134.0
11,0,0,50.0,17700.0,5900.0,1,0,16.0,0.0,7,0,2,23600.0,0.0,0.0,1.0,1580.0,4,721,0.0,768.0,1178.0,6,7,2018.0,19122.0
0,0,1,96.0,327700.0,0.0,1,0,29.0,0.0,7,0,1,385400.0,2.0,2.0,1.0,678.0,4,3093,57700.0,2763.0,1876.0,0,6,2017.0,19122.0
11,0,0,69.0,0.0,0.0,4,0,18.0,0.0,7,0,4,111700.0,1.0,3.0,2.0,1773.0,4,1201,22300.0,1237.0,936.0,6,6,1966.0,19153.0
3,0,0,42.0,0.0,0.0,4,0,15.0,0.0,7,0,4,59100.0,1.0,3.0,2.0,1526.0,4,1772,11820.0,609.0,750.0,6,6,1925.0,19132.0
5,0,0,125.0,80000.0,0.0,4,0,20.0,1.0,11,80000,3,197500.0,1.0,4.0,2.0,4297.0,4,3063,39500.0,2458.0,1580.0,6,6,1920.0,19131.0
11,0,1,0.0,0.0,0.0,4,0,0.0,1.0,7,0,3,223000.0,0.0,0.0,1.0,349.0,4,360,26700.0,0.0,910.0,6,6,1900.0,19146.0
11,1,0,52.0,0.0,0.0,4,0,26.0,2.0,7,0,4,254800.0,0.0,0.0,2.0,2612.0,0,3216,50960.0,2039.0,1536.0,0,6,1955.0,19151.0
3,0,0,62.0,0.0,0.0,4,0,16.0,0.0,7,0,3,119700.0,1.0,3.0,2.0,488.0,4,2955,23940.0,992.0,1024.0,6,4,1945.0,19129.0
7,0,0,69.0,0.0,0.0,4,0,15.0,1.0,7,0,4,131600.0,1.0,3.0,2.0,3131.0,4,492,26320.0,1048.0,1140.0,6,6,1926.0,19120.0
5,0,0,67.0,0.0,0.0,4,0,2442.0,1.0,7,0,3,217700.0,1.0,3.0,2.0,1984.0,0,3040,43500.0,1780.0,1266.0,6,6,1949.0,19151.0
11,0,0,53.0,159000.0,28000.0,4,0,16.0,0.0,7,0,4,198700.0,0.0,0.0,1.0,682.0,4,407,11700.0,851.0,1440.0,6,6,1920.0,19122.0
11,0,0,77.0,80000.0,0.0,4,0,16.0,0.0,7,80000,4,313800.0,1.0,3.0,2.0,2077.0,4,3100,62760.0,1213.0,1148.0,6,6,1925.0,19148.0
7,0,0,108.0,0.0,0.0,4,0,55.0,1.0,7,0,4,293300.0,0.0,0.0,2.0,1529.0,4,2443,58660.0,5913.0,1760.0,6,6,1950.0,19111.0
5,0,0,158.0,80000.0,0.0,4,0,17.0,0.0,7,80000,4,179800.0,1.0,0.0,2.0,2355.0,4,3037,35960.0,2615.0,1120.0,6,2,1949.0,19151.0
7,0,0,75.0,0.0,0.0,4,0,15.0,1.0,7,0,2,177700.0,1.0,3.0,2.0,505.0,4,402,35540.0,1118.0,1200.0,6,6,1942.0,19120.0
1,0,0,50.0,0.0,0.0,4,0,14.0,0.0,7,0,4,181400.0,1.0,3.0,2.0,2338.0,4,1867,36280.0,700.0,1024.0,0,6,1940.0,19148.0
0,0,1,72.0,80000.0,0.0,3,1,16.0,1.0,7,80000,3,860000.0,2.0,3.0,3.0,469.0,4,3092,172000.0,1152.0,2630.0,0,6,1979.0,19147.0
2,1,0,105.0,0.0,0.0,4,0,20.0,0.0,7,0,4,371100.0,3.0,4.0,3.0,2872.0,4,897,74220.0,2100.0,2640.0,0,6,1920.0,19142.0
11,0,0,71.0,17700.0,5900.0,1,0,15.0,0.0,7,0,1,23600.0,0.0,0.0,1.0,142.0,4,126,0.0,1065.0,1249.0,6,7,2017.0,19121.0
2,1,0,88.0,44950.0,0.0,4,0,16.0,0.0,7,0,3,179800.0,3.0,6.0,3.0,1155.0,4,3109,35900.0,1395.0,2220.0,1,6,1929.0,19140.0
5,0,0,103.0,0.0,0.0,3,0,16.0,2.0,7,0,4,132600.0,1.0,4.0,1.0,1734.0,4,1330,26520.0,1640.0,1640.0,6,6,1925.0,19143.0
5,0,1,90.0,80000.0,0.0,4,0,24.0,1.0,8,80000,4,238100.0,1.0,3.0,2.0,3053.0,4,1790,47620.0,2170.0,1152.0,1,6,1956.0,19136.0
2,0,0,104.0,80000.0,0.0,4,0,100.0,1.0,7,80000,4,298900.0,1.0,2.0,2.0,1694.0,4,1334,59780.0,10400.0,1647.0,1,6,1942.0,19152.0
7,0,0,110.0,80000.0,0.0,4,0,27.0,1.0,7,0,4,284800.0,1.0,4.0,2.0,4616.0,4,2695,56960.0,2915.0,1804.0,6,6,1967.0,19115.0
5,0,0,110.0,0.0,0.0,4,0,24.0,1.0,7,0,4,246000.0,0.0,0.0,1.0,5114.0,4,892,49200.0,2635.0,3015.0,6,6,1920.0,19143.0
11,0,0,63.0,80000.0,0.0,4,0,15.0,0.0,7,80000,3,155700.0,1.0,3.0,2.0,2996.0,4,2895,31140.0,938.0,1062.0,6,6,1925.0,19143.0
3,0,0,74.0,0.0,0.0,5,0,15.0,0.0,7,0,3,131400.0,1.0,3.0,1.0,267.0,4,2370,26280.0,1110.0,1260.0,0,6,1915.0,19138.0
2,0,0,58.0,80000.0,0.0,4,0,12.0,0.0,12,80000,4,234200.0,1.0,3.0,3.0,1888.0,4,992,46840.0,690.0,1152.0,1,6,1915.0,19125.0
3,0,0,80.0,80000.0,0.0,4,0,16.0,0.0,7,80000,4,238900.0,1.0,3.0,2.0,677.0,4,2756,47780.0,1300.0,1352.0,6,6,1920.0,19134.0
3,1,0,96.0,0.0,0.0,4,0,16.0,0.0,7,0,4,70600.0,0.0,0.0,2.0,1110.0,4,1755,10500.0,1536.0,1948.0,6,3,1920.0,19139.0
3,0,0,68.0,0.0,0.0,4,0,16.0,1.0,7,0,4,167800.0,1.0,3.0,2.0,1294.0,4,875,33560.0,1081.0,1280.0,6,6,1950.0,19135.0
10,0,1,58.0,80000.0,0.0,3,0,24.0,1.0,12,80000,3,404200.0,2.0,3.0,1.0,1688.0,0,752,80840.0,1450.0,2202.0,0,6,2005.0,19128.0
3,0,0,93.0,80000.0,0.0,4,0,16.0,1.0,7,80000,4,144200.0,1.0,4.0,2.0,5301.0,4,528,28840.0,1472.0,1502.0,1,6,1925.0,19141.0
11,0,1,0.0,0.0,0.0,4,0,0.0,0.0,7,0,4,167000.0,0.0,0.0,1.0,913.0,4,1663,20000.0,0.0,504.0,6,0,1963.0,19106.0
11,0,0,75.0,80000.0,0.0,4,0,17.0,0.0,7,80000,4,130500.0,1.0,3.0,2.0,3850.0,4,1092,26100.0,1247.0,1374.0,6,6,1925.0,19131.0
11,0,0,50.0,0.0,0.0,4,0,14.0,0.0,7,0,4,99000.0,1.0,2.0,2.0,586.0,4,1952,19800.0,700.0,900.0,6,6,1920.0,19121.0
7,0,1,111.0,80000.0,0.0,4,0,25.0,1.0,8,80000,4,271300.0,0.0,0.0,2.0,7158.0,4,1503,54260.0,2775.0,1476.0,6,6,1963.0,19154.0
5,0,1,110.0,80000.0,0.0,4,0,28.0,1.0,7,0,4,266800.0,0.0,0.0,2.0,906.0,4,1334,53360.0,3125.0,1569.0,0,6,1960.0,19152.0
2,0,1,64.0,80000.0,0.0,4,0,15.0,0.0,7,80000,3,220600.0,1.0,2.0,2.0,829.0,4,2457,44120.0,956.0,930.0,6,6,1925.0,19137.0
11,0,0,50.0,0.0,0.0,5,0,15.0,0.0,7,0,4,48700.0,1.0,3.0,2.0,1186.0,4,993,9740.0,725.0,1074.0,6,6,1915.0,19132.0
11,0,1,121.0,80000.0,0.0,3,0,20.0,0.0,1,80000,3,245300.0,2.0,4.0,3.0,1594.0,4,2824,49060.0,2366.0,1542.0,0,6,2009.0,19104.0
2,0,0,48.0,0.0,0.0,4,0,15.0,0.0,8,0,4,56400.0,1.0,3.0,2.0,2090.0,4,184,11280.0,720.0,900.0,5,6,1925.0,19132.0
2,0,0,60.0,0.0,0.0,4,0,15.0,0.0,7,80000,4,230200.0,1.0,3.0,2.0,2404.0,4,1404,46040.0,900.0,1380.0,0,6,1925.0,19148.0
11,0,0,79.0,0.0,0.0,4,0,19.0,0.0,7,0,4,85400.0,0.0,0.0,2.0,1306.0,4,3184,17080.0,1452.0,1350.0,6,6,1925.0,19139.0
11,0,0,87.0,0.0,0.0,4,0,15.0,1.0,7,0,4,87300.0,1.0,3.0,2.0,1278.0,4,3088,17460.0,1290.0,1188.0,6,6,1935.0,19140.0
3,0,0,76.0,0.0,0.0,5,0,15.0,1.0,7,0,4,129300.0,1.0,3.0,2.0,1527.0,4,3143,25860.0,1159.0,1514.0,6,6,1948.0,19132.0
11,0,0,57.0,531.0,0.0,2,0,16.0,0.0,7,0,2,23600.0,0.0,0.0,1.0,2598.0,4,3197,5900.0,912.0,1384.0,6,6,1920.0,19143.0
7,0,0,133.0,0.0,0.0,4,0,29.0,1.0,7,0,4,259400.0,2.0,3.0,2.0,3295.0,4,119,51880.0,3873.0,1684.0,1,6,1960.0,19119.0
3,2,0,49.0,0.0,0.0,4,0,14.0,0.0,7,0,4,62600.0,1.0,3.0,2.0,664.0,4,1647,12520.0,690.0,1008.0,6,6,1920.0,19133.0
